NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: San Carlos 
State:  
Stationid: TWC0399
ReferencedToStationName: San Diego, San Diego Bay
ReferencedToStationId: 9410170
HeightOffsetLow: + -0.2
HeightOffsetHigh: + 0
TimeOffsetLow: 0
TimeOffsetHigh: -9
Prediction Type: Subordinate
From: 20180101 01:35 - 20181231 23:12
Units: Feet and Centimeters
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2018/01/01	Mon	01:35	1.29		39			L
2018/01/01	Mon	07:43	7.49		228			H
2018/01/01	Mon	14:58	-2.08		-63			L
2018/01/01	Mon	21:14	4.52		138			H
2018/01/02	Tue	02:23	1.31		40			L
2018/01/02	Tue	08:28	7.53		230			H
2018/01/02	Tue	15:44	-2.16		-66			L
2018/01/02	Tue	22:02	4.58		140			H
2018/01/03	Wed	03:12	1.38		42			L
2018/01/03	Wed	09:15	7.32		223			H
2018/01/03	Wed	16:30	-1.98		-60			L
2018/01/03	Wed	22:51	4.59		140			H
2018/01/04	Thu	04:04	1.51		46			L
2018/01/04	Thu	10:03	6.85		209			H
2018/01/04	Thu	17:17	-1.58		-48			L
2018/01/04	Thu	23:42	4.59		140			H
2018/01/05	Fri	05:01	1.69		52			L
2018/01/05	Fri	10:54	6.16		188			H
2018/01/05	Fri	18:05	-1.03		-31			L
2018/01/06	Sat	00:37	4.60		140			H
2018/01/06	Sat	06:07	1.88		57			L
2018/01/06	Sat	11:50	5.34		163			H
2018/01/06	Sat	18:55	-0.40		-12			L
2018/01/07	Sun	01:36	4.67		142			H
2018/01/07	Sun	07:27	1.95		59			L
2018/01/07	Sun	12:56	4.49		137			H
2018/01/07	Sun	19:49	0.24		7			L
2018/01/08	Mon	02:38	4.81		147			H
2018/01/08	Mon	09:00	1.79		55			L
2018/01/08	Mon	14:18	3.78		115			H
2018/01/08	Mon	20:46	0.81		25			L
2018/01/09	Tue	03:38	5.02		153			H
2018/01/09	Tue	10:34	1.35		41			L
2018/01/09	Tue	15:56	3.38		103			H
2018/01/09	Tue	21:46	1.26		38			L
2018/01/10	Wed	04:31	5.26		160			H
2018/01/10	Wed	11:45	0.78		24			L
2018/01/10	Wed	17:29	3.34		102			H
2018/01/10	Wed	22:43	1.57		48			L
2018/01/11	Thu	05:16	5.50		168			H
2018/01/11	Thu	12:36	0.24		7			L
2018/01/11	Thu	18:37	3.46		105			H
2018/01/11	Thu	23:34	1.76		54			L
2018/01/12	Fri	05:55	5.72		174			H
2018/01/12	Fri	13:16	-0.19		-6			L
2018/01/12	Fri	19:25	3.62		110			H
2018/01/13	Sat	00:17	1.83		56			L
2018/01/13	Sat	06:31	5.91		180			H
2018/01/13	Sat	13:49	-0.52		-16			L
2018/01/13	Sat	20:02	3.77		115			H
2018/01/14	Sun	00:55	1.84		56			L
2018/01/14	Sun	07:03	6.07		185			H
2018/01/14	Sun	14:20	-0.76		-23			L
2018/01/14	Sun	20:33	3.88		118			H
2018/01/15	Mon	01:30	1.80		55			L
2018/01/15	Mon	07:35	6.18		188			H
2018/01/15	Mon	14:49	-0.91		-28			L
2018/01/15	Mon	21:02	3.98		121			H
2018/01/16	Tue	02:03	1.75		53			L
2018/01/16	Tue	08:06	6.23		190			H
2018/01/16	Tue	15:19	-0.98		-30			L
2018/01/16	Tue	21:31	4.05		123			H
2018/01/17	Wed	02:35	1.71		52			L
2018/01/17	Wed	08:37	6.20		189			H
2018/01/17	Wed	15:48	-0.96		-29			L
2018/01/17	Wed	22:02	4.09		125			H
2018/01/18	Thu	03:08	1.71		52			L
2018/01/18	Thu	09:08	6.07		185			H
2018/01/18	Thu	16:19	-0.86		-26			L
2018/01/18	Thu	22:34	4.12		126			H
2018/01/19	Fri	03:42	1.76		54			L
2018/01/19	Fri	09:39	5.84		178			H
2018/01/19	Fri	16:50	-0.67		-20			L
2018/01/19	Fri	23:08	4.14		126			H
2018/01/20	Sat	04:19	1.83		56			L
2018/01/20	Sat	10:12	5.49		167			H
2018/01/20	Sat	17:22	-0.38		-12			L
2018/01/20	Sat	23:45	4.17		127			H
2018/01/21	Sun	05:04	1.92		59			L
2018/01/21	Sun	10:48	5.01		153			H
2018/01/21	Sun	17:56	-0.02		-1			L
2018/01/22	Mon	00:26	4.25		130			H
2018/01/22	Mon	06:01	1.99		61			L
2018/01/22	Mon	11:32	4.42		135			H
2018/01/22	Mon	18:33	0.41		12			L
2018/01/23	Tue	01:13	4.39		134			H
2018/01/23	Tue	07:19	1.96		60			L
2018/01/23	Tue	12:36	3.77		115			H
2018/01/23	Tue	19:18	0.86		26			L
2018/01/24	Wed	02:08	4.62		141			H
2018/01/24	Wed	08:56	1.66		51			L
2018/01/24	Wed	14:17	3.23		98			H
2018/01/24	Wed	20:16	1.29		39			L
2018/01/25	Thu	03:09	4.98		152			H
2018/01/25	Thu	10:27	1.02		31			L
2018/01/25	Thu	16:12	3.08		94			H
2018/01/25	Thu	21:28	1.60		49			L
2018/01/26	Fri	04:09	5.45		166			H
2018/01/26	Fri	11:37	0.19		6			L
2018/01/26	Fri	17:42	3.31		101			H
2018/01/26	Fri	22:40	1.71		52			L
2018/01/27	Sat	05:06	5.99		183			H
2018/01/27	Sat	12:32	-0.64		-20			L
2018/01/27	Sat	18:46	3.69		112			H
2018/01/27	Sat	23:44	1.63		50			L
2018/01/28	Sun	05:58	6.53		199			H
2018/01/28	Sun	13:19	-1.34		-41			L
2018/01/28	Sun	19:35	4.08		124			H
2018/01/29	Mon	00:40	1.43		44			L
2018/01/29	Mon	06:48	6.99		213			H
2018/01/29	Mon	14:03	-1.85		-56			L
2018/01/29	Mon	20:19	4.41		134			H
2018/01/30	Tue	01:31	1.18		36			L
2018/01/30	Tue	07:35	7.26		221			H
2018/01/30	Tue	14:46	-2.12		-65			L
2018/01/30	Tue	21:00	4.67		142			H
2018/01/31	Wed	02:19	0.96		29			L
2018/01/31	Wed	08:21	7.30		223			H
2018/01/31	Wed	15:27	-2.12		-65			L
2018/01/31	Wed	21:40	4.85		148			H
2018/02/01	Thu	03:07	0.83		25			L
2018/02/01	Thu	09:07	7.08		216			H
2018/02/01	Thu	16:08	-1.87		-57			L
2018/02/01	Thu	22:21	4.94		151			H
2018/02/02	Fri	03:56	0.81		25			L
2018/02/02	Fri	09:52	6.58		201			H
2018/02/02	Fri	16:48	-1.40		-43			L
2018/02/02	Fri	23:03	4.96		151			H
2018/02/03	Sat	04:47	0.91		28			L
2018/02/03	Sat	10:39	5.87		179			H
2018/02/03	Sat	17:28	-0.78		-24			L
2018/02/03	Sat	23:47	4.91		150			H
2018/02/04	Sun	05:43	1.10		34			L
2018/02/04	Sun	11:28	5.02		153			H
2018/02/04	Sun	18:08	-0.07		-2			L
2018/02/05	Mon	00:34	4.83		147			H
2018/02/05	Mon	06:48	1.30		40			L
2018/02/05	Mon	12:25	4.14		126			H
2018/02/05	Mon	18:51	0.65		20			L
2018/02/06	Tue	01:27	4.73		144			H
2018/02/06	Tue	08:09	1.38		42			L
2018/02/06	Tue	13:40	3.37		103			H
2018/02/06	Tue	19:40	1.32		40			L
2018/02/07	Wed	02:28	4.69		143			H
2018/02/07	Wed	09:49	1.21		37			L
2018/02/07	Wed	15:31	2.94		90			H
2018/02/07	Wed	20:44	1.85		56			L
2018/02/08	Thu	03:34	4.74		144			H
2018/02/08	Thu	11:19	0.78		24			L
2018/02/08	Thu	17:38	3.02		92			H
2018/02/08	Thu	22:02	2.14		65			L
2018/02/09	Fri	04:36	4.91		150			H
2018/02/09	Fri	12:17	0.30		9			L
2018/02/09	Fri	18:46	3.30		101			H
2018/02/09	Fri	23:13	2.19		67			L
2018/02/10	Sat	05:28	5.14		157			H
2018/02/10	Sat	12:58	-0.11		-3			L
2018/02/10	Sat	19:23	3.56		109			H
2018/02/11	Sun	00:06	2.07		63			L
2018/02/11	Sun	06:10	5.41		165			H
2018/02/11	Sun	13:30	-0.44		-13			L
2018/02/11	Sun	19:50	3.79		116			H
2018/02/12	Mon	00:46	1.86		57			L
2018/02/12	Mon	06:47	5.67		173			H
2018/02/12	Mon	13:59	-0.69		-21			L
2018/02/12	Mon	20:13	3.98		121			H
2018/02/13	Tue	01:21	1.63		50			L
2018/02/13	Tue	07:21	5.88		179			H
2018/02/13	Tue	14:26	-0.87		-27			L
2018/02/13	Tue	20:37	4.16		127			H
2018/02/14	Wed	01:54	1.41		43			L
2018/02/14	Wed	07:53	6.03		184			H
2018/02/14	Wed	14:54	-0.97		-30			L
2018/02/14	Wed	21:01	4.33		132			H
2018/02/15	Thu	02:26	1.22		37			L
2018/02/15	Thu	08:24	6.07		185			H
2018/02/15	Thu	15:21	-0.97		-30			L
2018/02/15	Thu	21:27	4.47		136			H
2018/02/16	Fri	02:59	1.07		33			L
2018/02/16	Fri	08:56	5.98		182			H
2018/02/16	Fri	15:48	-0.87		-27			L
2018/02/16	Fri	21:55	4.58		140			H
2018/02/17	Sat	03:33	0.99		30			L
2018/02/17	Sat	09:28	5.75		175			H
2018/02/17	Sat	16:16	-0.65		-20			L
2018/02/17	Sat	22:24	4.67		142			H
2018/02/18	Sun	04:10	0.96		29			L
2018/02/18	Sun	10:02	5.37		164			H
2018/02/18	Sun	16:44	-0.30		-9			L
2018/02/18	Sun	22:55	4.74		144			H
2018/02/19	Mon	04:52	0.99		30			L
2018/02/19	Mon	10:39	4.84		148			H
2018/02/19	Mon	17:14	0.14		4			L
2018/02/19	Mon	23:30	4.79		146			H
2018/02/20	Tue	05:43	1.05		32			L
2018/02/20	Tue	11:25	4.19		128			H
2018/02/20	Tue	17:45	0.65		20			L
2018/02/21	Wed	00:11	4.82		147			H
2018/02/21	Wed	06:51	1.10		34			L
2018/02/21	Wed	12:29	3.50		107			H
2018/02/21	Wed	18:24	1.20		37			L
2018/02/22	Thu	01:05	4.85		148			H
2018/02/22	Thu	08:22	0.99		30			L
2018/02/22	Thu	14:13	2.96		90			H
2018/02/22	Thu	19:21	1.73		53			L
2018/02/23	Fri	02:16	4.95		151			H
2018/02/23	Fri	10:01	0.56		17			L
2018/02/23	Fri	16:24	2.95		90			H
